date,S351_Out,S354_Out,RegWCA_cfs,RegWCA_acft
2008-07-12,0.0,0.0,0.0,0.0
2008-07-13,0.0,0.0,0.0,0.0
2008-07-14,0.0,0.0,0.0,0.0
2008-07-15,0.0,0.0,0.0,0.0
2008-07-16,0.0,0.0,0.0,0.0
2008-07-17,0.0,0.0,0.0,0.0
2008-07-18,0.0,0.0,0.0,0.0
2008-07-19,0.0,0.0,0.0,0.0
2008-07-20,0.0,0.0,0.0,0.0
2008-07-21,0.0,0.0,0.0,0.0
2008-07-22,0.0,0.0,0.0,0.0
2008-07-23,0.0,0.0,0.0,0.0
2008-07-24,0.0,0.0,0.0,0.0
2008-07-25,0.0,0.0,0.0,0.0
2008-07-26,0.0,0.0,0.0,0.0
2008-07-27,0.0,0.0,0.0,0.0
2008-07-28,0.0,0.0,0.0,0.0
2008-07-29,0.0,0.0,0.0,0.0
2008-07-30,0.0,0.0,0.0,0.0
2008-07-31,0.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,0.0
2008-08-02,0.0,0.0,0.0,0.0
2008-08-03,0.0,0.0,0.0,0.0
2008-08-04,0.0,0.0,0.0,0.0
2008-08-05,0.0,0.0,0.0,0.0
2008-08-06,0.0,0.0,0.0,0.0
2008-08-07,0.0,0.0,0.0,0.0
2008-08-08,0.0,0.0,0.0,0.0
2008-08-09,0.0,0.0,0.0,0.0
2008-08-10,0.0,0.0,0.0,0.0
2008-08-11,0.0,0.0,0.0,0.0
2008-08-12,0.0,0.0,0.0,0.0
2008-08-13,0.0,0.0,0.0,0.0
2008-08-14,0.0,0.0,0.0,0.0
2008-08-15,0.0,0.0,0.0,0.0
2008-08-16,0.0,0.0,0.0,0.0
2008-08-17,0.0,0.0,0.0,0.0
2008-08-18,0.0,0.0,0.0,0.0
2008-08-19,0.0,0.0,0.0,0.0
2008-08-20,0.0,0.0,0.0,0.0
2008-08-21,0.0,0.0,0.0,0.0
2008-08-22,0.0,0.0,0.0,0.0
2008-08-23,0.0,0.0,0.0,0.0
2008-08-24,0.0,0.0,0.0,0.0
2008-08-25,0.0,0.0,0.0,0.0
2008-08-26,0.0,0.0,0.0,0.0
2008-08-27,0.0,0.0,0.0,0.0
2008-08-28,0.0,0.0,0.0,0.0
2008-08-29,0.0,0.0,0.0,0.0
2008-08-30,0.0,0.0,0.0,0.0
2008-08-31,0.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0.0
2008-09-02,0.0,0.0,0.0,0.0
2008-09-03,0.0,0.0,0.0,0.0
2008-09-04,0.0,0.0,0.0,0.0
2008-09-05,0.0,0.0,0.0,0.0
2008-09-06,0.0,0.0,0.0,0.0
2008-09-07,0.0,0.0,0.0,0.0
2008-09-08,0.0,0.0,0.0,0.0
2008-09-09,0.0,0.0,0.0,0.0
2008-09-10,0.0,0.0,0.0,0.0
2008-09-11,0.0,0.0,0.0,0.0
2008-09-12,0.0,0.0,0.0,0.0
2008-09-13,0.0,0.0,0.0,0.0
2008-09-14,0.0,0.0,0.0,0.0
2008-09-15,0.0,0.0,0.0,0.0
2008-09-16,0.0,0.0,0.0,0.0
2008-09-17,0.0,0.0,0.0,0.0
2008-09-18,0.0,0.0,0.0,0.0
2008-09-19,0.0,0.0,0.0,0.0
2008-09-20,0.0,0.0,0.0,0.0
2008-09-21,0.0,0.0,0.0,0.0
2008-09-22,0.0,0.0,0.0,0.0
2008-09-23,0.0,0.0,0.0,0.0
2008-09-24,0.0,0.0,0.0,0.0
2008-09-25,0.0,0.0,0.0,0.0
2008-09-26,0.0,0.0,0.0,0.0
2008-09-27,0.0,0.0,0.0,0.0
2008-09-28,0.0,0.0,0.0,0.0
2008-09-29,0.0,0.0,0.0,0.0
2008-09-30,0.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0.0
2008-10-02,0.0,0.0,0.0,0.0
2008-10-03,0.0,0.0,0.0,0.0
2008-10-04,0.0,0.0,0.0,0.0
2008-10-05,0.0,0.0,0.0,0.0
2008-10-06,0.0,0.0,0.0,0.0
2008-10-07,0.0,0.0,0.0,0.0
2008-10-08,0.0,0.0,0.0,0.0
2008-10-09,0.0,0.0,0.0,0.0
2008-10-10,0.0,0.0,0.0,0.0
2008-10-11,0.0,0.0,0.0,0.0
2008-10-12,0.0,0.0,0.0,0.0
2008-10-13,0.0,0.0,0.0,0.0
2008-10-14,0.0,0.0,0.0,0.0
2008-10-15,0.0,0.0,0.0,0.0
2008-10-16,0.0,0.0,0.0,0.0
2008-10-17,0.0,0.0,0.0,0.0
2008-10-18,0.0,0.0,0.0,0.0
2008-10-19,0.0,0.0,0.0,0.0
2008-10-20,0.0,0.0,0.0,0.0
2008-10-21,0.0,0.0,0.0,0.0
2008-10-22,0.0,0.0,0.0,0.0
2008-10-23,0.0,0.0,0.0,0.0
2008-10-24,0.0,0.0,0.0,0.0
2008-10-25,0.0,0.0,0.0,0.0
2008-10-26,0.0,0.0,0.0,0.0
2008-10-27,0.0,0.0,0.0,0.0
2008-10-28,0.0,0.0,0.0,0.0
2008-10-29,0.6100005750012623,0.3200003016400064,0.9300008766412686,1.8446567388179564
2008-10-30,0.23000021680375463,0.0,0.23000021680375463,0.4562054300302473
2008-10-31,7.180006768047644,0.0,7.180006768047644,14.241543424422503
2008-11-01,0.0,239.65022590008604,239.65022590008604,475.3462230728207
2008-11-02,0.0,0.0,0.0,0.0
2008-11-03,80.33007572106779,170.4301606515821,250.7602363726499,497.38292884515107
2008-11-04,99.36009365922183,109.87010356621103,209.23019722543285,415.0080961966461
2008-11-05,255.85024117061138,51.110048177564614,306.960289348176,608.8557339221071
2008-11-06,359.5403389113999,33.84003189843068,393.38037080983054,780.2699655012989
2008-11-07,0.0,0.0,0.0,0.0
2008-11-08,0.0,0.0,0.0,0.0
2008-11-09,0.0,0.0,0.0,0.0
2008-11-10,0.0,0.0,0.0,0.0
2008-11-11,0.0,0.0,0.0,0.0
2008-11-12,0.0,0.0,0.0,0.0
2008-11-13,0.0,0.0,0.0,0.0
2008-11-14,0.0,0.0,0.0,0.0
2008-11-15,0.0,0.0,0.0,0.0
2008-11-16,0.0,0.0,0.0,0.0
2008-11-17,0.0,0.0,0.0,0.0
2008-11-18,0.0,0.0,0.0,0.0
2008-11-19,0.0,0.0,0.0,0.0
2008-11-20,21.100019889387923,0.0,21.100019889387923,41.85188945060094
2008-11-21,14.300013479537789,0.0,14.300013479537789,28.364076736663204
2008-11-22,0.0,0.0,0.0,0.0
2008-11-23,0.0,0.0,0.0,0.0
2008-11-24,78.49007398663798,0.0,78.49007398663798,155.68506175249644
2008-11-25,414.8603910574173,175.9501658548723,590.8105569122896,1171.8727396355264
2008-11-26,436.4104113709857,225.25021232628578,661.6606236972715,1312.403847103538
2008-11-27,311.41029354285774,221.39020868775336,532.8005022306111,1056.809796174417
2008-11-28,192.39018135162777,216.61020418200545,409.0003855336332,811.2522647059615
2008-11-29,86.7400817632944,215.8102034279054,302.5502851911998,600.1084906767449
2008-11-30,15.910014997164069,76.06007169605887,91.97008669322294,182.4226669560077
2008-12-01,0.0,0.0,0.0,0.0
2008-12-02,104.54009854201976,296.6402796202861,401.18037816230583,795.7412800849336
2008-12-03,630.4905943156499,762.6007188458387,1393.0913131614886,2763.196619655813
2008-12-04,1132.4510674757048,806.9007606041304,1939.3518280798353,3846.7043509963532
2008-12-05,728.9706871453598,423.740399427927,1152.7110865732868,2286.4024402181144
2008-12-06,622.5305868123548,277.2802613710655,899.8108481834204,1784.7748173718144
2008-12-07,521.2004912961613,256.58024185872756,777.7807331548888,1542.728084212722
2008-12-08,430.4704057717913,300.48028323996596,730.9506890117573,1449.8406916548206
2008-12-09,329.6703107551904,361.6903409380437,691.3606516932341,1371.31385263353
2008-12-10,144.25013597365916,139.51013150561639,283.7602674792755,562.838490545143
2008-12-11,0.0,0.0,0.0,0.0
2008-12-12,0.0,0.0,0.0,0.0
2008-12-13,0.0,0.0,0.0,0.0
2008-12-14,0.0,0.0,0.0,0.0
2008-12-15,0.0,0.0,0.0,0.0
2008-12-16,168.26015860608572,55.46005227798344,223.72021088406916,443.74903828855116
2008-12-17,399.0303761356617,102.44009656250722,501.4704726981689,994.6666825968181
2008-12-18,126.45011919493379,101.10009529938954,227.5502144943233,451.3458504494903
2008-12-19,0.0,101.55009572357079,101.55009572357079,201.42461486770267
2008-12-20,0.0,102.71009681701565,102.71009681701565,203.72547703655056
2008-12-21,0.0,101.91009606291563,101.91009606291563,202.13867554079314
2008-12-22,193.5901824827778,146.7601383396478,340.3503208224256,675.0848613512812
2008-12-23,544.3905131556332,214.30020200454183,758.690715160175,1504.8630335202072
2008-12-24,429.7704051119529,209.33019731969537,639.1006024316483,1267.6560449231745
2008-12-25,0.0,10.490009888136461,10.490009888136461,20.80693461311867
2008-12-26,78.2700737792604,48.90004609436348,127.17011987362389,252.24193276933298
2008-12-27,81.68007699361156,107.51010134161574,189.1901783352273,375.25871872792334
2008-12-28,107.35010119079591,179.01016873930467,286.36026993010057,567.9955954063545
2008-12-29,130.6201231256802,424.810400436533,555.4305235622132,1101.69644348565
2008-12-30,231.8302185287583,403.190380056982,635.0205985857403,1259.563357294816
2008-12-31,464.54043788702705,349.5203294662971,814.0607673533241,1614.6895320453184
2009-01-01,625.8605899512966,349.5403294851497,975.4009194364462,1934.707723702191
2009-01-02,354.18033385892954,240.18022639967722,594.3605602586067,1178.9141712729465
2009-01-03,176.52016639216865,223.500210676692,400.0203770688606,793.440417916085
2009-01-04,135.1201273674928,225.77021281645088,360.8903401839437,715.8259897548523
2009-01-05,212.9702007508506,247.14023296034765,460.11043371119825,912.6290452661617
2009-01-06,486.26045836084126,141.21013310807894,627.4705914689202,1244.5879181786033
2009-01-07,331.8903128478181,44.16004162632073,376.0503544741388,745.8958780994544
2009-01-08,202.44019082500924,43.28004079681079,245.72023162182003,487.38607942188
2009-01-09,943.5808894421168,488.8504608022394,1432.4313502443563,2841.2275832096807
2009-01-10,949.4708949941768,219.78020717012686,1169.2511021643036,2319.2095611428963
2009-01-11,808.3307619520828,220.63020797135812,1028.9609699234409,2040.944083843145
2009-01-12,688.0906486108494,216.82020437995695,904.9108529908063,1794.8906769072644
2009-01-13,561.5305293122286,212.95020073199802,774.4807300442267,1536.1825280427236
2009-01-14,769.6607255007735,326.40030767280655,1096.0610331735802,2174.0370592997965
2009-01-15,1250.7311789693933,862.8308133251463,2113.56199229454,4192.250211716219
2009-01-16,993.1009361209059,856.4808073394792,1849.581743460385,3668.6453881536736
2009-01-17,882.7108320645312,488.8504608022394,1371.5612928667706,2720.4918244012397
2009-01-18,419.67039559144183,344.520324753172,764.1907203446139,1515.7722938035415
2009-01-19,718.5306773043568,497.4404688993918,1215.9711462037485,2411.8787684951353
2009-01-20,1334.4012578388285,870.0108200931927,2204.412077932021,4372.4513565781635
2009-01-21,1330.4112540777537,723.7906822625635,2054.201936340317,4074.5095407310187
2009-01-22,1115.061051083453,585.7105521049004,1700.7716031883535,3373.4804749240993
2009-01-23,397.62037480656056,20.240019078730406,417.860393885291,828.8260912714746
2009-01-24,267.2802519448153,444.9604194304288,712.2406713752441,1412.7293716727968
2009-01-25,322.15030366665025,416.53039263160076,738.680696298251,1465.1731611075809
2009-01-26,221.7502090270982,334.6003154023317,556.3505244294299,1103.5212652057742
2009-01-27,756.8607134351741,342.6803230187418,1099.541036453916,2180.9396458063425
2009-01-28,917.6208649715715,542.4205112986631,1460.0413762702347,2895.9920698320107
2009-01-29,1079.701017752235,525.360495217482,1605.0615129697171,3183.639510975434
2009-01-30,375.2503537200388,311.29029342974263,686.5406471497814,1361.7533736215914
2009-01-31,0.0,47.030044331654615,47.030044331654615,93.28409293183694
2009-02-01,189.47017859916264,171.72016186756852,361.1903404667312,716.4210403157613
2009-02-02,72.92006873621655,276.2102603624566,349.13032909867314,692.5000077672182
2009-02-03,815.540768748409,1040.1609804808415,1855.7017492292507,3680.784419596219
2009-02-04,1119.741055494941,1098.0010350022721,2217.742090497213,4398.891436501222
2009-02-05,1028.3909693861428,779.1307344274314,1807.5217038135743,3585.2192995142245
2009-02-06,456.7604305534032,175.24016518560867,632.0005957390118,1253.57318164833
2009-02-07,0.0,0.0,0.0,0.0
2009-02-08,0.0,0.0,0.0,0.0
2009-02-09,92.50008719281435,0.0,92.50008719281435,183.47392294694725
2009-02-10,943.3008891781807,337.63031825848543,1280.9312074366662,2540.7270499506276
2009-02-11,779.4707347479233,0.0,779.4707347479233,1546.080202372506
2009-02-12,592.660558656145,74.55007027269525,667.2106289288403,1323.4122824803546
2009-02-13,618.6305831361157,594.9705608336071,1213.6011439697227,2407.177869063945
2009-02-14,648.0906109058486,344.58032480972935,992.670935715578,1968.962800991849
2009-02-15,513.470484009668,347.3303274019482,860.8008114116162,1707.3984094349407
2009-02-16,399.9503770028768,358.24033768598736,758.1907146888641,1503.871282585362
2009-02-17,469.20044227966025,367.83034672576105,837.0307890054213,1660.250569992253
2009-02-18,647.4406102931448,643.6706067394464,1291.1112170325912,2560.9190989841445
2009-02-19,733.1706911043857,667.3106290231004,1400.481320127486,2777.8546984728687
2009-02-20,1030.4709713468033,792.2307467758217,1822.701718122625,3615.3288578962265
2009-02-21,917.8408651789478,555.7605238732802,1473.6013890522281,2922.8883551850945
2009-02-22,642.38060552346,219.45020685906064,861.8308123825207,1709.4414163607298
2009-02-23,623.6605878775207,672.6606340661466,1296.3212219436673,2571.253143725264
2009-02-24,898.9608473821878,271.6002560169555,1170.5611033991433,2321.807948592201
2009-02-25,1098.4310354075994,0.0,1098.4310354075994,2178.7379587309733
2009-02-26,932.0108785359441,0.0,932.0108785359441,1848.6435775760451
2009-02-27,503.1404742723511,0.0,503.1404742723511,997.9791307192085
2009-02-28,934.5508809302117,0.0,934.5508809302117,1853.681672325075
2009-03-01,383.9203618925978,0.0,383.9203618925978,761.5060378139677
2009-03-02,659.8306219722673,0.0,659.8306219722673,1308.7740386819921
2009-03-03,1283.1512095292962,0.0,1283.1512095292962,2545.130424101359
2009-03-04,1150.6910846691862,0.0,1150.6910846691862,2282.395766441331
2009-03-05,1036.3709769082925,0.0,1036.3709769082925,2055.641832697598
2009-03-06,1013.8909557180801,0.0,1013.8909557180801,2011.052710666812
2009-03-07,944.1908900171194,0.0,944.1908900171194,1872.8026303489564
2009-03-08,857.2008080181681,0.0,857.2008080181681,1700.2578027040365
2009-03-09,803.6707575594496,0.0,803.6707575594496,1594.0809476191682
2009-03-10,848.7908000906909,42.99004052344978,891.7808406141407,1768.8472973581481
2009-03-11,893.520842254306,350.90033076711956,1244.4211730214256,2468.309396687998
2009-03-12,868.7708189243368,627.3105913180996,1496.0814102424365,2967.477477215873
2009-03-13,824.9807776467911,708.4006677555659,1533.381445402357,3041.4620969555754
2009-03-14,734.8406926785691,518.4304886850879,1253.271181363657,2485.8633882348136
2009-03-15,653.31061582635,506.43047737358756,1159.7410931999375,2300.346458362076
2009-03-16,723.5306820174819,565.7305332712546,1289.2612152887364,2557.2496205252087
2009-03-17,881.7108311219063,623.740587952931,1505.4514190748373,2986.0628897349397
2009-03-18,296.52027950717104,204.24019252173426,500.76047202890527,993.2583962693336
2009-03-19,0.0,0.0,0.0,0.0
2009-03-20,0.0,0.0,0.0,0.0
2009-03-21,0.0,0.0,0.0,0.0
2009-03-22,0.0,0.0,0.0,0.0
2009-03-23,0.0,0.0,0.0,0.0
2009-03-24,93.57008820142322,97.76009215102181,191.33018035244504,379.50341272907474
2009-03-25,405.58038230985557,596.2005619930378,1001.7809443028934,1987.032503024789
2009-03-26,437.5404124361515,298.5502814206997,736.0906938568512,1460.0358912650645
2009-03-27,156.48014750196307,269.97025448047674,426.4504019824398,845.8643723321694
2009-03-28,0.0,0.0,0.0,0.0
2009-03-29,179.46016916348594,170.03016027453208,349.490329438018,693.2140684403088
2009-03-30,900.6508489752259,664.680626543997,1565.331475519223,3104.8349816923787
2009-03-31,465.8904391595691,407.0303836766618,872.9208228362309,1731.438452095664
2009-04-01,0.0,214.94020260782202,214.94020260782202,426.33389187261497
2009-04-02,0.0,517.2204875445118,517.2204875445118,1025.906837044539
2009-04-03,533.1805025888069,734.560692414633,1267.7411950034398,2514.564660289323
2009-04-04,389.24036690736295,516.1904865736109,905.4308534809738,1795.9220978795117
2009-04-05,272.0502564411367,426.9604024631784,699.010658904315,1386.487641936709
2009-04-06,812.9107662693058,882.5008318665801,1695.411598135886,3362.8489049025297
2009-04-07,1128.7610639974166,1377.4512984188348,2506.2123624162514,4971.072220852635
2009-04-08,1091.5710289411945,1006.510948761508,2098.0819777027027,4161.545602773311
2009-04-09,1064.0310029813013,878.4908280866549,1942.521831067956,3852.992051923291
2009-04-10,1034.690975324684,997.5909403532931,2032.281915677977,4031.0311797472673
2009-04-11,941.6408876134224,947.9708935802391,1889.6117811936615,3748.0449679976277
2009-04-12,797.1307513946817,610.3805753594593,1407.511326754141,2791.7987166168386
2009-04-13,888.2708373055247,540.8605098281698,1429.1313471336944,2834.682027039683
2009-04-14,805.2407590393722,766.9807229745398,1572.221482013912,3118.5013095745944
2009-04-15,801.1607551934618,436.3104112767207,1237.4711664701824,2454.524058693607
2009-04-16,1082.2410201465027,877.8208274550965,1960.0618476015993,3887.7826747177724
2009-04-17,998.100940834031,793.5407480106586,1791.6416888446897,3553.721289823442
2009-04-18,804.0407579082214,461.9404354362036,1265.981193344425,2511.073696998667
2009-04-19,649.4406121783948,276.9502610599993,926.3908732383941,1837.4962970683548
2009-04-20,730.7406888138081,608.6405737192907,1339.3812625330988,2656.662734234402
2009-04-21,239.9202261545949,624.880589027522,864.8008151821168,1715.3324169137288
2009-04-22,561.4805292650982,998.6209413241982,1560.1014705892962,3094.461266913869
2009-04-23,853.6308046529954,1007.370949572167,1861.0017542251624,3691.2969795056097
2009-04-24,935.0108813638191,1073.0610114932022,2008.0718928570213,3983.010599481902
2009-04-25,915.9508633973879,965.9209105003591,1881.871773897747,3732.692663526181
2009-04-26,829.6807820771254,743.210700568341,1572.8914826454666,3119.830255827283
2009-04-27,1416.441335171785,1010.99095298447,2427.4322881562553,4814.811943557932
2009-04-28,1723.321624444551,1061.9610010300662,2785.282625474617,5524.6080876289025
2009-04-29,1727.561628441282,1028.3609693578671,2755.922597799149,5466.3724727346125
2009-04-30,1519.4414322621624,1333.1212566322674,2852.56268889443,5658.058093422102
2009-05-01,1374.9212960339923,1477.2813925210908,2852.202688555083,5657.344032749007
2009-05-02,1096.2010333055478,1328.2912520793882,2424.4922853849357,4808.98044806102
2009-05-03,840.2607920500984,723.8206822908434,1564.081474340942,3102.3556043552585
2009-05-04,1417.811336463178,1231.9211612386143,2649.7324977017925,5255.744409191506
2009-05-05,1716.501618015847,1642.1315479128239,3358.6331659286707,6661.848884619519
2009-05-06,1786.391683895908,1764.2516630261916,3550.6433469220997,7042.701078619985
2009-05-07,1891.41178289039,1735.1316355769507,3626.5434184673404,7193.24887052997
